Reference,Year,Full.Reference,peer.review,search,Location,USA,Global.Region,Method,Conventional..Molecular..or.Immunologic,MDL.ALOD.LOD,Below.MDL,MDL.units,Sample.Volume,kingdom,class,order,family,genius,Animal.common.name,Animal.Latin.Name,X,Free.captive,Pathogen.name.original,Pathogen.rename,Pathogen,medium,Presence,Enumerated,Enum.Stats,Censored.Data,Presence.Absence,Total,percent,Individual.Sample,Mean,Geometric.mean,Standard.deviation,Median,Min,Max,X95..low,X95..high,units,Notes,Notes.1,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD,GRADES,GRADES_Score
Butron et al.,2010,Butron et al. 2010,yes,Google Scholar,"Peru, Tambopata National Reserve",no,South America,"biochemical, culture broth and plate",Conventional,NA,NA,,NA,Animal,Bird,Psittaciformes,,,,"(Ara ararauna, Orthopsittaca manilata, Pionus menstruus, Amazona farinosa, Amazona ochrocephala)","(1 Scarlet Macaw, 3 Blueand-yellow Macaws, 1 Red-bellied Macaw, 8 Blue-headed Parrot, 11 Mealy Parrots, 1 Yellow-crowned Parrot",free,Salmonella,Salmonella,Salmonella,Cloacal swabs,yes,no,,,ND,25,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northern England",no,Europe,"Culture, lense",Conventional,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,96,2796,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"Culture, lense",Conventional,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,55,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"Culture, lense",Conventional,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,2,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"Culture, lense",Conventional,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,4,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"Culture, lense",Conventional,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,19,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"Culture, lense",Conventional,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,13,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"Culture, lense",Conventional,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,3,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Casanovas et al.,1995,Casanovas et al. 1995,yes,review,"Spain, Barcelona",no,Europe,"biochemical, agglutination, culture broth and plate",Conventional,NA,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Salmonella spp. ,Salmonella,Salmonella,cloacal swab,yes,no,,,6,400,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Hirundinidae,Hirundo,Barn swallow,Hirundo rustica,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,38,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Hirundinidae,Hirundo,Barn swallow,Hirundo rustica,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,308,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Galliformes,Phasianidae,Lyrurus,Black grouse,Tetrao tetrix,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, Bartosovice, agriculture pond",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Charadriiformes,Laridae,Chroicocephalus,Black-headed gull,Larus ribibundus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab, feces",yes,no,,,ND,13,,,,NA,,NA,,,,,,Adult,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, Karvina, waste dump",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Charadriiformes,Laridae,Chroicocephalus,Black-headed gull,Larus ribibundus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab, feces",yes,no,,,ND,14,,,,NA,,NA,,,,,,Adult,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, Nove Mlyny, reservior (recieves waste water)",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Charadriiformes,Laridae,Chroicocephalus,Black-headed gull,Larus ribibundus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab, feces",yes,no,,,142,740,,,,NA,,NA,,,,,,Young,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, Strakonice",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Charadriiformes,Laridae,Chroicocephalus,Black-headed gull,Larus ribibundus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab, feces",yes,no,,,ND,11,,,,NA,,NA,,,,,,Adult,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, Strakonice",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Charadriiformes,Laridae,Chroicocephalus,Black-headed gull,Larus ribibundus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab, feces",yes,no,,,8,189,,,,NA,,NA,,,,,,Adult,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Muscicapidae,Phoenicurus,Black redstart,Phoenicurus ochruros,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,25,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Paridae,Cyanistes,Blue tit,Cyanistes caeruleus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,46,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Paridae,Cyanistes,Blue tit,Cyanistes caeruleus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Bombycillidae,Bombycilla,Bohemian waxwing,Bombycilla garrulus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Corvidae,Corvus,Carrion crow,Corvus corone,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Muscicapidae,Ficedula,Collared flycatcher,Ficedulaÿalbicollis,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Turdidae,Turdus,Common blackbird,Turdus merula,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,21,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Accipitriformes,Accipitridae,Buteo,Common buzzard,Buteo buteo ,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Fringillidae,Fringilla,Common chaffinch,Fringilla coelebs,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,53,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Fringillidae,Fringilla,Common chaffinch,Fringilla coelebs,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,16,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Phylloscopidae,Phylloscopus,Common chiffchaff,Phylloscopus collybita,,free,Salmonella spp.,Salmonella+X935,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,3,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Locustellidae,Locustella,Common grasshopper warbler,Locustella naevia,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Hirundinidae,Delichon,Common house martin,Delichon urbica,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Coraciiformes,Alcedinidae,Alcedo,Common kingfisher,Alcedo atthis,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,2,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Fringillidae,Linaria,Common linnet,Carduelis cannabina,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,3,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Gruiformes,Rallidae,Gallinula,Common moorhen,Gallinula chloropus ,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Galliformes,Phasianidae,Phasianus,Common pheasant,Phasianus colchicus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,2,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Galliformes,Phasianidae,Phasianus,Common pheasant,Phasianus colchicus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,4,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Muscicapidae,Phoenicurus,Common redstart ,Phoenicurus phoenicurus ,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,4,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Emberizidae,Emberiza,Common reed bunting,Emberiza schoeniclus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,6,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Charadriiformes,Laridae,Sterna,Common tern ,Sterna hirundo,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,7,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Sylviidae,Sylvia,Common whitethroat,Sylvia communis,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Prunellidae,Prunella,Dunnock,Prunella modularis,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,2,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Sylviidae,Sylvia,Eurasian blackcap,Sylvia atricapilla,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Fringillidae,Pyrrhula,Eurasian bullfinch,Pyrhhula pyrhhula,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,3,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, municipal waste dump",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Corvidae,Coloeus,Eurasian jackdaw,Corvus monedula,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,2,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Corvidae,Garrulus,Eurasian jay,Garrulus glandarius,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,20,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Corvidae,Pica,Eurasian magpie,Pica pica,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,6,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, farms with no salmonellosis",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Sittidae,Sitta,Eurasian nuthatch,Sitta europaea,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,3,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, militrary training area",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Sittidae,Sitta,Eurasian nuthatch,Sitta europaea,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Cizek et al.,1994,Cizek et al. 1994,yes,review,"Czech Republic, reed growths",no,Europe,"Biochemical, serotyping, culture broth plate",Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,Passeriformes,Sittidae,Sitta,Eurasian nuthatch,Sitta europaea,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,2,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
